Guest_ID,Stay_Duration_Days,Daily_Spend_ADR,Total_Spend
G3687,1,301.76,301.76
G3910,1,351.21,351.21
G5320,1,318.04,318.04
G0415,6,109.5,656.99
G2939,4,127.45,509.78
G3217,2,348.1,696.2
G0993,5,95.25,476.23
G2291,7,130.74,915.16
G4759,1,336.12,336.12
G1383,8,108.33,866.65
G4233,2,316.59,633.19
G5780,1,317.37,317.37
G3714,2,325.03,650.07
G1369,5,108.28,541.38
G3377,2,299.03,598.05
G2864,6,97.06,582.36
G5095,2,321.04,642.08
G4969,1,339.15,339.15
G3313,1,346.17,346.17
G4272,2,324.14,648.29
G3811,2,321.55,643.1
G3409,1,324.16,324.16
G3230,1,330.29,330.29
G0209,6,124.0,744.02
G2558,6,125.49,752.93
G5803,2,322.31,644.61
G2014,5,112.62,563.12
G3088,1,359.88,359.88
G0909,6,120.86,725.15
G2606,5,117.21,586.03
G5159,2,339.83,679.67
G2383,6,105.91,635.47
G2588,5,90.0,450.0
G4580,1,325.97,325.97
G4464,1,317.31,317.31
G5638,1,326.22,326.22
G3436,1,308.7,308.7
G3701,2,326.31,652.62
G1018,5,121.96,609.81
G1219,5,118.24,591.22
G4238,2,327.23,654.45
G0137,5,124.52,622.58
G3068,2,338.6,677.2
G3119,2,328.75,657.5
G4510,1,313.03,313.03
G5778,2,328.95,657.9
G2871,5,108.64,543.22
G3683,2,344.82,689.63
G4778,1,325.39,325.39
G4631,2,348.22,696.45
G1668,5,131.65,658.27
G2022,6,107.65,645.89
G4038,1,325.31,325.31
G2923,5,121.44,607.21
G0574,5,116.94,584.7
G2255,4,106.82,427.29
G5855,1,321.54,321.54
G2906,6,111.12,666.72
G0644,4,114.65,458.6
G2703,8,115.58,924.67
G5328,1,340.13,340.13
G5653,2,334.0,668.01
G2896,9,125.07,1125.61
G3100,1,322.5,322.5
G4889,2,349.74,699.47
G2352,6,118.75,712.53
G5764,2,331.28,662.56
G5491,2,317.79,635.59
G3976,2,321.87,643.75
G2658,6,114.56,687.34
G5158,1,327.46,327.46
G1752,6,112.44,674.62
G2300,4,117.79,471.15
G3596,2,323.23,646.46
G5012,2,328.06,656.12
G1680,5,117.51,587.57
G4178,1,338.24,338.24
G4068,1,336.51,336.51
G4046,1,331.8,331.8
G0419,7,102.07,714.52
G4562,1,339.17,339.17
G4547,2,335.31,670.63
G1136,6,111.12,666.71
G4843,2,317.56,635.12
G0529,6,96.68,580.1
G5746,1,339.13,339.13
G5236,2,332.72,665.44
G1641,6,123.14,738.84
G0649,5,122.83,614.14
G4646,1,333.39,333.39
G2789,5,97.53,487.64
G2653,6,113.69,682.14
G2630,5,118.67,593.34
G0570,5,124.04,620.2
G2493,5,111.21,556.06
G2676,4,115.2,460.8
G4876,1,300.76,300.76
G1222,6,123.45,740.69
G5402,2,319.25,638.51
G4609,1,347.02,347.02
G5876,1,307.12,307.12
G4775,2,359.91,719.82
G3937,2,334.68,669.36
G4956,3,327.73,983.19
G4621,1,323.68,323.68
G4324,2,325.87,651.74
G4013,2,310.26,620.53
G5130,2,344.64,689.28
G0316,6,119.16,714.99
G1582,7,105.15,736.08
G3684,1,318.37,318.37
G5307,1,326.29,326.29
G5389,1,339.08,339.08
G5081,1,343.33,343.33
G2635,7,107.17,750.22
G5325,2,336.89,673.79
G2418,6,95.24,571.44
G1052,6,116.81,700.88
G3111,2,357.72,715.44
G0256,5,116.48,582.4
G3559,2,321.38,642.76
G0157,7,102.63,718.38
G4686,2,317.25,634.49
G5753,2,316.11,632.21
G5872,2,327.09,654.18
G4497,1,307.69,307.69
G3660,2,332.03,664.06
G3153,1,344.93,344.93
G2211,4,116.07,464.29
G3958,3,314.48,943.44
G3165,2,344.08,688.17
G1567,6,123.52,741.15
G3142,1,327.34,327.34
G0302,5,105.62,528.1
G0252,6,117.98,707.89
G1170,6,107.88,647.28
G0619,6,126.95,761.69
G4383,1,316.17,316.17
G4520,2,361.76,723.52
G0643,5,105.1,525.5
G1657,6,111.85,671.08
G3300,1,314.05,314.05
G5919,1,338.62,338.62
G4880,2,316.71,633.43
G3710,1,313.87,313.87
G5701,2,339.06,678.11
G5677,2,330.25,660.5
G2473,5,111.27,556.33
G1475,5,123.46,617.29
G0196,6,96.2,577.2
G2482,7,119.51,836.54
G0117,5,113.06,565.29
G1714,6,118.57,711.42
G5060,1,342.23,342.23
G3996,1,349.52,349.52
G0466,5,101.63,508.16
G4137,1,312.1,312.1
G1622,4,132.26,529.05
G0709,3,119.24,357.72
G5693,2,352.26,704.52
G1952,7,127.53,892.72
G5416,2,320.37,640.73
G5999,1,328.49,328.49
G3507,2,328.18,656.37
G3007,1,326.96,326.96
G5905,1,326.36,326.36
G4817,1,331.44,331.44
G1768,5,112.47,562.36
G3863,3,337.96,1013.89
G3501,2,325.98,651.97
G2555,5,114.36,571.82
G3270,2,323.49,646.98
G5644,2,285.5,571.0
G4403,1,347.98,347.98
G3852,1,327.66,327.66
G0490,6,99.02,594.14
G5216,2,346.68,693.36
G2551,4,105.27,421.09
G1988,6,115.69,694.16
G4590,2,324.45,648.9
G0855,7,111.34,779.41
G2866,5,109.0,545.01
G4523,2,301.62,603.24
G1615,5,115.56,577.79
G3837,2,345.37,690.74
G4777,2,306.42,612.83
G3205,1,313.19,313.19
G4123,1,340.49,340.49
G1133,7,125.7,879.93
G0684,6,127.29,763.75
G1788,5,108.49,542.47
G3465,1,338.05,338.05
G1292,8,110.7,885.58
G0098,6,120.84,725.01
G4949,2,318.67,637.34
G3518,2,347.86,695.72
G4951,1,319.61,319.61
G4713,1,308.53,308.53
G4849,1,325.77,325.77
G4472,1,331.39,331.39
G0509,6,120.0,720.01
G4159,1,337.54,337.54
G4910,2,319.55,639.09
G2290,7,124.1,868.73
G2084,3,104.31,312.92
G5324,2,354.06,708.11
G5909,2,319.66,639.31
G3047,2,349.17,698.35
G5053,1,335.81,335.81
G4691,2,322.34,644.68
G4651,2,326.71,653.42
G4802,1,337.69,337.69
G0015,4,109.16,436.66
G5904,2,315.34,630.69
G1384,5,116.98,584.9
G3298,1,319.35,319.35
G2442,7,108.67,760.67
G1642,7,116.29,814.0
G1043,7,98.84,691.89
G3393,1,326.73,326.73
G3177,1,348.86,348.86
G4819,1,329.94,329.94
G0270,6,121.46,728.79
G1631,6,99.55,597.3
G5380,2,330.85,661.7
G3062,2,330.56,661.13
G2723,4,107.33,429.32
G0432,3,128.46,385.39
G0362,7,98.13,686.89
G5629,2,367.62,735.25
G2752,7,102.67,718.68
G4286,1,334.71,334.71
G5554,2,347.02,694.04
G4292,1,309.12,309.12
G1684,6,108.01,648.03
G1867,7,116.91,818.36
G2365,5,113.1,565.49
G5015,1,344.12,344.12
G0125,6,113.61,681.64
G0452,6,102.45,614.69
G1607,6,111.55,669.29
G5655,2,298.14,596.28
G1195,4,91.13,364.52
G1479,5,101.06,505.28
G1406,5,123.47,617.34
G5599,1,321.15,321.15
G4002,1,325.42,325.42
G1634,7,123.38,863.64
G0023,6,110.89,665.31
G3279,1,323.06,323.06
G2129,6,116.5,698.98
G4394,1,324.61,324.61
G4699,2,337.82,675.64
G1408,7,111.15,778.05
G3788,1,355.15,355.15
G1418,6,95.5,573.03
G0130,5,110.89,554.43
G1666,5,113.42,567.11
G5032,2,338.6,677.21
G2082,6,116.36,698.16
G3992,2,332.87,665.74
G5950,2,311.99,623.98
G1774,6,115.19,691.16
G2355,7,109.6,767.23
G4422,1,335.96,335.96
G0171,5,105.54,527.71
G1252,6,117.11,702.64
G2091,6,96.79,580.75
G3338,1,326.82,326.82
G2794,5,116.39,581.97
G5396,2,319.63,639.27
G5071,2,319.54,639.07
G5136,1,309.85,309.85
G2344,5,109.39,546.93
G4173,1,339.6,339.6
G1871,4,145.77,583.07
G2911,5,120.06,600.29
G1725,5,114.19,570.95
G4468,1,347.38,347.38
G1296,5,99.73,498.64
G2941,6,101.79,610.75
G5368,2,355.78,711.55
G3252,1,355.16,355.16
G3510,2,342.44,684.87
G5242,1,347.07,347.07
G0501,6,126.81,760.84
G3676,2,352.27,704.54
G2368,4,111.96,447.85
G0603,6,135.5,812.99
G0004,7,133.88,937.14
G1985,6,120.65,723.89
G1633,5,118.86,594.32
G1078,5,94.93,474.63
G5577,2,321.94,643.88
G5205,1,350.48,350.48
G4031,1,342.35,342.35
G1519,4,118.48,473.93
G1566,5,109.29,546.47
G3394,1,329.53,329.53
G0467,6,110.88,665.29
G0420,6,109.68,658.07
G4438,1,324.76,324.76
G5247,2,333.22,666.43
G2424,5,114.09,570.45
G0430,4,126.01,504.05
G0332,5,99.54,497.71
G3575,2,336.08,672.15
G3629,1,317.05,317.05
G5346,2,323.15,646.3
G4845,2,324.28,648.56
G0907,4,128.25,513.02
G0154,6,111.25,667.51
G0988,6,109.52,657.11
G5397,2,331.78,663.55
G3196,1,307.05,307.05
G1606,5,112.46,562.32
G5978,1,308.84,308.84
G1836,6,115.93,695.58
G4879,1,309.92,309.92
G3041,2,333.25,666.5
G2328,5,117.18,585.89
G3531,2,342.14,684.28
G3420,1,326.25,326.25
G0845,6,131.09,786.53
G4957,1,297.7,297.7
G1514,4,105.64,422.58
G1616,9,111.9,1007.13
G3043,3,336.05,1008.15
G5259,1,323.11,323.11
G3398,1,322.87,322.87
G3647,2,337.53,675.06
G1399,7,125.8,880.6
G5553,2,347.64,695.28
G4218,2,288.89,577.79
G3029,1,334.43,334.43
G1533,6,120.01,720.05
G5145,2,347.78,695.55
G1635,5,108.21,541.04
G1571,6,109.04,654.22
G0796,7,111.74,782.21
G5496,2,329.14,658.27
G0155,6,104.61,627.69
G2492,5,125.22,626.08
G4641,1,334.1,334.1
G4552,3,308.84,926.53
G2015,6,115.77,694.6
G2505,4,110.16,440.66
G5737,2,324.9,649.8
G1250,4,114.42,457.7
G3521,1,345.44,345.44
G3825,2,327.36,654.72
G4053,2,319.93,639.87
G2186,7,95.45,668.15
G5207,2,336.75,673.5
G3135,1,307.15,307.15
G5114,1,324.26,324.26
G4336,2,328.99,657.99
G3694,2,326.58,653.16
G3723,2,331.55,663.09
G2279,6,107.24,643.45
G2694,5,104.53,522.64
G5344,1,330.45,330.45
G1318,5,126.28,631.4
G1008,6,108.7,652.21
G4915,1,318.0,318.0
G3314,2,328.71,657.41
G4449,2,324.89,649.79
G4939,2,292.61,585.23
G5251,1,349.25,349.25
G5634,2,335.53,671.05
G4192,2,326.01,652.03
G4453,1,343.73,343.73
G2915,6,112.65,675.9
G1686,7,121.65,851.58
G4455,1,315.17,315.17
G3785,2,306.79,613.57
G4546,2,336.73,673.45
G0392,6,106.97,641.83
G2099,4,107.33,429.33
G5039,1,332.46,332.46
G5271,1,358.05,358.05
G2026,6,102.65,615.93
G0731,6,123.58,741.48
G3385,2,319.15,638.3
G4476,3,312.4,937.19
G2910,7,105.99,741.9
G0306,6,125.61,753.68
G0599,5,118.36,591.81
G3417,1,356.01,356.01
G4138,1,302.5,302.5
G1918,5,111.24,556.22
G5339,2,380.67,761.33
G0798,6,117.12,702.73
G1404,6,118.49,710.92
G0760,6,114.78,688.66
G3321,2,323.27,646.53
G4887,2,317.43,634.87
G5958,1,335.95,335.95
G1789,6,94.1,564.58
G3815,1,328.0,328.0
G5863,1,339.35,339.35
G1351,4,94.64,378.55
G3372,1,329.25,329.25
G0246,5,122.72,613.6
G4265,1,341.46,341.46
G5960,1,345.99,345.99
G3812,1,319.47,319.47
G5198,3,356.66,1069.98
G2362,4,116.14,464.56
G1403,7,106.21,743.45
G4961,1,285.4,285.4
G3443,1,315.42,315.42
G1038,4,112.78,451.14
G1926,5,109.99,549.94
G1068,7,117.97,825.81
G1804,4,107.92,431.68
G0071,6,102.31,613.84
G4827,1,324.42,324.42
G0597,5,105.27,526.33
G1880,5,124.68,623.39
G4606,1,302.19,302.19
G1037,4,120.17,480.68
G2298,7,122.59,858.12
G4668,1,343.72,343.72
G1672,5,98.69,493.43
G3110,1,336.31,336.31
G4007,2,345.01,690.02
G1251,6,125.75,754.52
G2207,7,126.6,886.19
G1810,6,110.81,664.83
G0118,4,107.44,429.77
G2017,5,93.95,469.76
G4633,2,325.02,650.05
G3986,1,324.11,324.11
G2443,4,106.49,425.98
G3551,1,335.41,335.41
G2221,5,132.85,664.24
G2123,5,112.42,562.12
G5865,2,327.41,654.82
G0656,6,118.64,711.85
G2810,5,112.69,563.47
G0584,8,102.77,822.17
G1877,5,101.6,508.0
G0323,5,99.51,497.55
G5094,1,332.45,332.45
G5340,1,337.74,337.74
G4690,1,322.42,322.42
G4056,1,336.5,336.5
G1929,7,102.09,714.66
G1658,7,105.59,739.13
G1703,6,121.66,729.98
G4375,2,332.15,664.3
G0370,5,116.31,581.55
G4122,1,322.74,322.74
G5405,2,335.7,671.4
G5671,2,305.8,611.6
G4743,1,317.6,317.6
G5392,1,336.18,336.18
G1132,6,115.02,690.14
G2266,7,106.81,747.7
G0374,6,133.07,798.43
G2499,6,93.06,558.34
G3895,1,327.95,327.95
G1779,5,104.05,520.24
G3154,1,338.63,338.63
G3678,1,353.84,353.84
G2076,5,116.01,580.04
G5539,2,339.39,678.78
G1295,6,127.07,762.4
G2917,5,122.98,614.89
G4795,2,342.8,685.59
G1419,7,111.49,780.44
G4731,2,306.45,612.89
G3838,1,347.53,347.53
G5074,1,331.1,331.1
G4712,1,361.74,361.74
G2611,6,121.6,729.57
G4994,2,323.66,647.32
G5719,2,317.3,634.61
G0116,6,117.51,705.09
G1553,5,123.73,618.64
G5335,2,308.63,617.25
G3141,1,329.98,329.98
G1124,4,117.08,468.3
G4032,1,344.18,344.18
G4367,3,314.77,944.3
G4858,1,310.27,310.27
G3553,2,338.34,676.67
G0230,6,114.61,687.66
G1555,5,114.21,571.03
G0188,5,123.94,619.68
G1997,5,122.11,610.57
G0089,5,95.49,477.44
G5193,1,325.79,325.79
G0679,6,126.92,761.5
G0372,6,103.05,618.28
G3749,1,319.77,319.77
G3071,2,343.84,687.69
G1084,8,95.88,767.07
G5521,1,349.75,349.75
G0970,4,127.91,511.63
G4938,3,324.03,972.08
G0732,5,106.72,533.59
G2733,6,125.23,751.37
G0777,5,96.69,483.44
G5165,1,364.03,364.03
G2895,6,119.51,717.06
G0940,5,107.27,536.37
G0257,7,106.19,743.33
G0683,5,116.79,583.93
G4707,2,330.48,660.97
G3803,1,364.58,364.58
G2913,5,127.58,637.88
G3011,1,335.13,335.13
G4398,2,352.48,704.96
G0612,5,116.11,580.57
G0031,5,90.12,450.58
G2198,6,111.63,669.79
G2258,5,107.61,538.07
G3057,2,327.25,654.49
G5382,2,329.59,659.18
G5423,1,326.52,326.52
G2175,5,120.5,602.48
G4539,1,302.71,302.71
G2985,4,130.9,523.62
G2208,6,109.94,659.64
G0548,5,129.67,648.33
G3099,2,331.61,663.22
G3429,2,300.31,600.63
G0946,4,124.13,496.54
G0781,6,113.5,680.98
G2994,5,120.19,600.94
G3546,1,328.11,328.11
G4790,2,323.17,646.34
G3597,1,315.41,315.41
G1679,6,123.61,741.69
G3353,1,314.89,314.89
G4776,2,333.25,666.5
G1681,6,112.69,676.12
G1208,5,90.0,450.0
G1558,5,118.6,593.01
G1042,5,122.66,613.29
G1011,7,115.23,806.58
G3375,1,317.86,317.86
G2699,6,113.95,683.7
G4200,1,334.61,334.61
G5391,2,309.29,618.58
G4052,2,339.55,679.11
G4982,1,334.5,334.5
G2660,6,108.28,649.71
G3733,2,349.04,698.09
G5124,1,334.71,334.71
G1720,5,116.12,580.59
G5448,3,342.38,1027.15
G3964,1,326.48,326.48
G4900,1,324.38,324.38
G1949,7,111.14,778.0
G2591,7,109.47,766.28
G3114,1,325.15,325.15
G3087,1,360.53,360.53
G5901,1,339.49,339.49
G5735,1,318.41,318.41
G2882,3,128.92,386.77
G5979,2,335.35,670.7
G2744,6,100.34,602.06
G2732,7,115.43,808.01
G1498,7,125.77,880.38
G3282,2,331.6,663.19
G4162,1,327.47,327.47
G5128,1,313.71,313.71
G5852,1,332.28,332.28
G3297,1,318.6,318.6
G0095,5,106.36,531.81
G5332,2,335.13,670.26
G4882,1,319.07,319.07
G1341,6,124.41,746.47
G2888,7,106.66,746.61
G0564,5,126.95,634.73
G1227,6,133.69,802.13
G1377,5,91.28,456.42
G5571,1,344.91,344.91
G1874,6,117.33,703.97
G0991,6,98.11,588.65
G4209,1,330.15,330.15
G4540,1,358.03,358.03
G4351,1,332.12,332.12
G1130,6,131.56,789.37
G4423,1,330.2,330.2
G5947,1,338.66,338.66
G3540,1,325.48,325.48
G2718,6,112.38,674.29
G0350,5,113.63,568.15
G1688,6,105.5,633.0
G1356,3,122.16,366.48
G0790,4,128.03,512.13
G0689,6,127.75,766.52
G0577,6,106.68,640.08
G1919,5,128.51,642.56
G3530,1,327.72,327.72
G1917,5,125.63,628.13
G1652,6,121.27,727.6
G0849,5,113.5,567.5
G0210,9,119.51,1075.61
G1598,8,127.91,1023.3
G0447,6,113.88,683.31
G1856,5,138.44,692.18
G2767,5,121.26,606.32
G2369,4,110.11,440.44
G2027,7,104.68,732.76
G4054,2,313.56,627.12
G1528,7,122.64,858.47
G3576,2,317.32,634.63
G2000,5,106.52,532.6
G2704,7,108.96,762.73
G2966,5,116.26,581.3
G2495,4,119.31,477.23
G5430,1,338.46,338.46
G0389,6,123.62,741.7
G5813,2,325.74,651.47
G0699,6,124.33,745.99
G5564,2,354.07,708.15
G4245,2,354.33,708.66
G5383,2,308.55,617.11
G1022,5,100.76,503.82
G2615,6,109.89,659.34
G4737,3,352.62,1057.87
G0221,8,104.5,835.99
G3720,2,320.8,641.6
G4425,1,315.68,315.68
G3396,2,340.53,681.05
G2148,5,112.89,564.43
G3451,1,327.4,327.4
G3361,2,351.36,702.72
G0764,5,123.23,616.16
G5618,2,343.55,687.09
G4095,2,328.3,656.59
G4190,1,361.75,361.75
G4465,3,325.98,977.94
G5310,1,313.04,313.04
G3740,1,336.09,336.09
G1959,7,114.48,801.39
G0569,4,117.24,468.97
G1125,7,118.08,826.54
G4650,1,307.09,307.09
G5976,1,309.37,309.37
G4410,2,332.9,665.81
G4780,1,331.12,331.12
G1405,6,113.75,682.49
G5192,1,325.8,325.8
G3625,1,311.59,311.59
G2711,5,115.87,579.35
G0167,6,111.1,666.6
G2836,5,110.8,554.0
G2685,6,109.36,656.15
G1394,6,109.67,658.04
G3294,2,336.11,672.21
G2227,7,110.71,774.98
G2535,5,113.4,566.98
G3337,2,350.87,701.74
G5595,1,330.19,330.19
G1904,6,111.27,667.6
G5550,1,315.79,315.79
G5817,1,343.35,343.35
G3716,2,329.01,658.02
G0908,6,100.93,605.59
G3900,1,344.2,344.2
G2912,6,114.13,684.8
G5529,2,338.94,677.88
G0826,7,126.72,887.02
G3618,3,312.42,937.27
G5082,2,355.96,711.92
G4723,2,330.39,660.79
G0587,5,108.04,540.22
G1956,7,101.11,707.75
G4427,1,329.4,329.4
G5486,2,329.65,659.3
G5467,2,325.11,650.23
G5680,1,315.63,315.63
G2853,4,121.12,484.49
G2728,7,112.69,788.86
G0870,8,124.96,999.69
G1605,5,104.08,520.39
G1015,7,114.21,799.47
G4565,2,364.5,729.0
G0428,6,128.85,773.07
G5890,1,319.28,319.28
G2152,7,106.48,745.34
G2413,4,107.36,429.43
G4558,1,326.01,326.01
G2008,5,119.88,599.39
G3339,2,330.49,660.98
G3275,1,320.23,320.23
G2426,6,121.56,729.35
G5561,1,332.57,332.57
G3174,1,312.73,312.73
G5643,2,352.64,705.29
G2073,6,121.1,726.57
G3808,2,344.65,689.3
G4408,2,318.75,637.5
G2850,5,109.35,546.73
G4808,3,329.82,989.46
G0616,6,122.35,734.08
G2485,5,91.16,455.78
G2595,6,126.25,757.5
G2874,5,105.89,529.47
G0017,4,99.81,399.23
G3316,2,306.95,613.9
G5531,1,311.73,311.73
G0607,5,107.2,536.01
G5411,1,320.37,320.37
G4275,2,318.59,637.18
G2889,5,92.34,461.7
G4139,1,345.27,345.27
G0552,5,99.32,496.61
G0857,5,101.04,505.21
G1927,3,110.51,331.54
G1425,4,105.99,423.98
G0594,6,100.21,601.23
G2769,5,117.05,585.25
G3242,1,329.02,329.02
G1750,7,115.98,811.85
G5928,1,334.52,334.52
G0634,5,122.44,612.21
G2751,7,114.55,801.83
G0045,4,122.15,488.58
G2813,7,117.19,820.33
G4659,2,340.09,680.18
G5750,1,305.17,305.17
G4310,1,340.71,340.71
G3670,2,334.03,668.06
G5767,2,327.18,654.37
G4101,1,351.08,351.08
G3425,1,343.03,343.03
G4605,2,332.74,665.49
G3855,2,321.46,642.92
G3346,2,327.57,655.15
G0586,6,102.06,612.39
G5520,2,325.74,651.49
G3359,1,324.07,324.07
G3324,2,305.78,611.56
G4404,1,330.22,330.22
G0201,6,116.85,701.11
G4564,2,327.72,655.44
G3622,2,322.35,644.7
G2052,5,118.51,592.56
G1026,6,111.82,670.91
G4769,2,341.92,683.84
G1276,6,113.99,683.92
G4918,1,322.09,322.09
G3534,2,321.05,642.09
G5176,2,337.65,675.31
G2048,5,114.78,573.9
G2265,6,126.91,761.47
G1233,5,108.89,544.46
G3953,1,316.65,316.65
G1862,6,106.74,640.43
G0632,7,108.66,760.6
G3797,2,329.23,658.45
G2053,5,118.42,592.08
G3927,2,317.48,634.97
G2537,6,104.44,626.66
G1574,4,109.16,436.62
G4148,1,327.75,327.75
G3018,2,318.98,637.96
G1516,5,105.87,529.36
G5092,2,334.95,669.89
G5277,3,358.34,1075.02
G2105,4,119.0,476.01
G5583,1,323.46,323.46
G2601,4,113.12,452.47
G4073,1,344.82,344.82
G4803,1,334.35,334.35
G5372,1,303.06,303.06
G1066,4,108.67,434.68
G2856,5,97.02,485.09
G0090,6,116.44,698.62
G3887,1,327.9,327.9
G0377,6,112.2,673.21
G0628,5,122.64,613.2
G2191,4,108.65,434.58
G0834,5,100.77,503.85
G2439,5,118.42,592.09
G0768,7,128.04,896.25
G0942,6,127.3,763.81
G1025,7,108.21,757.49
G4577,1,327.2,327.2
G4211,3,325.34,976.01
G3074,2,352.35,704.7
G5777,1,308.53,308.53
G5361,2,349.94,699.89
G2173,5,110.85,554.27
G0576,3,117.87,353.61
G5619,2,333.26,666.52
G3331,2,351.16,702.32
G4725,2,339.58,679.17
G3124,2,330.21,660.42
G2249,5,123.19,615.97
G0070,5,121.93,609.64
G1526,7,126.44,885.1
G1740,7,122.01,854.1
G5261,1,321.7,321.7
G0692,7,123.39,863.76
G1523,5,119.96,599.82
G0012,5,128.26,641.29
G5282,2,324.95,649.9
G0228,4,127.5,509.98
G3292,2,335.05,670.09
G1865,7,114.24,799.69
G2746,5,118.67,593.34
G5948,2,308.24,616.47
G2325,5,116.98,584.92
G1813,7,121.59,851.16
G0384,5,125.27,626.35
G4040,1,359.79,359.79
G0730,5,91.84,459.19
G0314,6,104.85,629.11
G3053,1,328.94,328.94
G1218,6,110.18,661.09
G2827,7,113.91,797.37
G1609,6,121.86,731.18
G1675,7,123.23,862.59
G3060,2,347.27,694.55
G1092,5,129.21,646.03
G0878,6,117.43,704.58
G5086,2,329.5,659.01
G4045,2,317.58,635.15
G3206,2,304.43,608.86
G1075,6,110.54,663.24
G3995,1,347.91,347.91
G1579,5,109.34,546.68
G2543,5,127.24,636.2
G5830,1,331.85,331.85
G4620,2,301.65,603.31
G2898,7,125.82,880.71
G0659,6,116.6,699.63
G5933,2,324.01,648.02
G0726,5,120.83,604.14
G4619,1,349.22,349.22
G4672,1,329.1,329.1
G1690,5,110.17,550.85
G5022,1,305.64,305.64
G4448,1,314.24,314.24
G5293,2,347.66,695.32
G0975,5,118.56,592.78
G5458,2,342.44,684.87
G0621,5,101.27,506.36
G1379,5,117.95,589.76
G4975,2,315.47,630.95
G1761,7,102.3,716.1
G2414,5,123.76,618.81
G1978,6,116.16,696.95
G3341,1,315.98,315.98
G0408,5,116.26,581.31
G1649,7,98.83,691.83
G1459,7,99.48,696.39
G5317,1,343.6,343.6
G5977,2,333.05,666.1
G4353,1,327.99,327.99
G5153,1,311.64,311.64
G0233,6,104.29,625.75
G5301,2,333.29,666.58
G4840,1,321.08,321.08
G4036,2,322.57,645.14
G3764,3,334.88,1004.64
G2816,6,121.84,731.05
G2787,5,113.93,569.65
G1094,6,117.22,703.29
G2783,4,119.57,478.29
G5429,1,328.77,328.77
G1264,5,112.08,560.41
G2513,6,121.38,728.26
G4084,1,353.5,353.5
G5018,1,318.79,318.79
G4967,2,339.53,679.06
G2800,6,108.51,651.04
G0931,5,121.72,608.58
G0055,7,132.35,926.45
G1258,6,129.24,775.47
G0435,7,137.72,964.07
G3464,2,333.88,667.77
G4571,1,302.28,302.28
G3210,1,343.3,343.3
G2848,5,105.06,525.28
G4973,1,357.46,357.46
G5442,2,319.3,638.59
G4033,2,337.57,675.13
G2033,6,122.31,733.86
G4215,2,301.3,602.6
G1448,6,116.0,695.99
G4189,1,333.5,333.5
G2860,6,108.69,652.11
G5132,2,335.92,671.84
G0899,7,119.29,835.05
G5235,2,328.59,657.17
G1723,6,115.26,691.57
G0795,4,115.08,460.32
G3437,1,331.72,331.72
G1977,7,128.78,901.49
G0339,6,120.03,720.17
G2780,6,121.98,731.88
G3738,2,322.55,645.1
G5365,2,326.6,653.2
G4854,2,324.2,648.41
G4792,1,322.54,322.54
G5009,1,329.16,329.16
G4917,1,329.47,329.47
G4256,3,309.72,929.17
G5888,1,324.75,324.75
G0390,5,116.39,581.95
G2781,6,102.67,616.05
G0914,7,106.55,745.85
G1509,6,121.58,729.47
G2149,5,122.47,612.33
G4688,2,326.11,652.21
G5763,1,303.93,303.93
G1211,4,112.44,449.75
G5334,2,346.51,693.01
G5510,2,345.92,691.85
G3605,1,342.86,342.86
G0921,7,133.56,934.89
G0806,5,120.14,600.68
G0376,5,104.76,523.8
G3968,1,329.85,329.85
G0613,6,113.21,679.25
G2096,5,111.54,557.7
G5470,1,331.84,331.84
G3791,1,342.34,342.34
G0694,6,125.57,753.44
G1687,5,107.04,535.19
G2246,6,114.87,689.2
G3939,1,311.06,311.06
G1154,4,107.53,430.12
G0553,7,118.47,829.27
G1085,6,128.11,768.67
G3506,1,344.86,344.86
G3626,1,319.8,319.8
G3098,2,311.56,623.11
G0545,3,128.76,386.29
G4492,1,331.27,331.27
G4490,2,318.39,636.79
G2907,5,113.24,566.19
G2876,5,105.2,526.0
G4477,1,315.09,315.09
G3827,1,304.68,304.68
G5437,2,327.19,654.39
G5490,1,348.11,348.11
G4306,1,310.89,310.89
G5886,2,341.42,682.84
G1881,6,124.94,749.63
G4134,2,325.9,651.79
G4538,1,312.42,312.42
G5498,2,320.04,640.09
G3922,1,333.4,333.4
G2999,6,119.68,718.08
G2708,6,117.99,707.93
G0523,5,105.34,526.72
G2043,5,113.3,566.48
G3727,1,330.03,330.03
G4185,2,320.56,641.12
G4548,1,343.55,343.55
G2303,5,123.58,617.89
G5686,2,337.6,675.21
G1897,5,98.11,490.57
G2867,5,108.43,542.14
G3303,2,338.02,676.03
G0220,6,122.21,733.29
G4466,1,319.37,319.37
G4678,1,332.67,332.67
G3975,2,352.73,705.46
G4386,2,327.97,655.94
G1329,4,131.99,527.98
G3160,1,347.87,347.87
G4208,2,307.39,614.77
G1319,5,116.54,582.72
G1776,4,122.83,491.31
G5129,1,319.48,319.48
G4898,1,319.68,319.68
G5445,2,309.22,618.44
G1432,6,92.7,556.17
G3184,3,335.01,1005.03
G2283,7,125.27,876.88
G3878,1,309.59,309.59
G2738,6,129.12,774.72
G2002,5,110.47,552.33
G3718,1,314.01,314.01
G0312,7,119.49,836.46
G1128,5,132.99,664.94
G0058,5,117.04,585.22
G1632,5,109.61,548.03
G4128,2,289.16,578.33
G2626,5,114.02,570.12
G1535,5,122.42,612.12
G1101,6,100.0,599.99
G3598,1,329.44,329.44
G1361,5,118.07,590.37
G1129,5,107.65,538.24
