Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_3517,86.7,167.0,6.5
G_5150,4.1,70.9,3.2
G_1583,1.5,268.0,2.8
G_5102,2.1,60.8,2.5
G_3584,80.5,135.4,7.7
G_3859,30.0,141.1,6.4
G_1071,2.9,188.3,1.4
G_1776,1.0,231.8,1.3
G_5764,4.5,71.4,3.7
G_1284,4.4,241.9,2.3
G_4988,2.1,85.4,3.0
G_4885,5.3,81.0,2.6
G_5700,5.9,64.8,1.3
G_1837,1.3,250.9,1.0
G_5453,2.8,72.5,3.5
G_1020,3.6,233.8,2.2
G_971,3.2,172.2,2.8
G_1327,1.6,219.9,1.7
G_3334,80.9,147.4,8.7
G_476,2.6,238.0,2.3
G_2811,66.6,132.9,5.9
G_5609,4.1,75.3,1.2
G_1652,3.5,233.8,2.0
G_5570,0.8,62.7,1.2
G_5122,2.9,76.5,2.0
G_2529,60.3,150.2,8.7
G_3692,51.0,124.0,9.6
G_4510,6.1,63.3,2.6
G_4087,6.6,88.7,2.6
G_1374,1.0,265.2,2.0
G_740,4.5,241.3,2.4
G_4609,0.9,72.4,2.4
G_5803,9.9,81.4,2.2
G_868,3.5,197.8,2.0
G_2975,80.2,146.3,5.5
G_1141,2.6,241.2,1.7
G_998,4.0,189.0,3.6
G_1338,2.5,216.3,1.6
G_542,1.3,188.5,3.0
G_1100,3.5,234.5,2.0
G_1133,5.4,176.7,2.2
G_5817,5.2,94.6,2.1
G_5928,0.8,75.8,1.8
G_2259,44.9,123.5,6.3
G_5974,3.7,100.0,3.7
G_2963,67.5,135.1,5.9
G_060,4.5,224.8,1.9
G_3260,96.8,125.0,5.4
G_4084,4.9,68.8,3.4
G_1939,4.6,211.3,2.6
G_3651,76.6,152.5,9.2
G_5924,8.4,86.9,2.0
G_3396,32.5,144.0,6.0
G_2814,30.0,143.7,7.3
G_5997,5.8,86.9,1.9
G_5657,9.1,61.0,2.7
G_1079,5.3,225.9,2.2
G_4533,5.5,84.0,2.4
G_5832,5.5,89.3,2.3
G_4273,4.7,61.2,1.5
G_4284,6.5,71.0,3.0
G_5100,5.1,62.1,2.5
G_2631,36.5,103.4,8.8
G_4802,3.0,82.4,2.5
G_3525,58.9,111.6,5.8
G_3564,73.1,157.8,9.4
G_941,1.1,244.9,2.3
G_1081,2.5,250.0,1.5
G_188,2.9,213.3,1.6
G_3723,62.5,132.1,6.5
G_5614,3.6,79.3,4.1
G_2086,55.0,134.7,7.3
G_2250,75.1,143.5,7.0
G_3689,56.5,129.6,6.5
G_5869,6.3,75.6,1.5
G_2024,55.9,111.0,7.1
G_3795,61.1,118.2,9.0
G_1493,2.2,232.4,1.8
G_4602,4.8,93.9,2.3
G_4041,5.7,66.4,2.7
G_227,3.1,255.5,2.9
G_1014,2.0,185.1,1.9
G_2584,36.8,142.6,4.0
G_1930,5.9,224.3,2.2
G_4216,4.1,71.1,3.5
G_5383,6.1,57.1,3.6
G_1405,4.5,230.9,1.6
G_2180,73.2,124.9,8.7
G_698,1.1,187.2,2.6
G_1125,5.5,216.5,2.3
G_3283,89.5,113.1,6.5
G_3961,50.5,108.6,7.0
G_4111,6.0,67.1,2.4
G_1779,2.4,168.1,2.0
G_2635,48.6,107.8,7.5
G_3092,85.2,123.0,7.5
G_4048,5.7,74.5,1.4
G_1038,1.0,224.3,1.7
G_4995,7.5,72.0,2.0
G_2257,80.8,152.4,8.0
G_3774,66.7,125.8,7.7
G_5930,4.9,68.9,2.1
G_314,4.2,232.4,2.2
G_2650,63.0,107.5,4.7
G_2282,62.8,157.5,6.9
G_3694,57.6,125.4,6.3
G_4288,2.2,77.6,2.1
G_2548,47.7,153.6,8.4
G_1417,3.1,241.0,1.8
G_1037,1.2,211.4,3.1
G_2160,36.5,114.8,8.8
G_2985,41.2,125.5,8.4
G_3138,50.8,151.0,5.2
G_4982,4.9,71.8,2.7
G_1755,3.8,202.7,1.9
G_4263,7.2,79.6,2.2
G_3981,46.1,121.1,5.0
G_3818,46.6,130.0,7.6
G_5346,5.7,82.4,2.3
G_2521,54.8,125.3,6.4
G_874,1.9,205.4,2.1
G_5230,6.3,74.3,3.4
G_4490,6.9,55.5,4.0
G_1507,4.0,228.1,1.5
G_3892,75.9,148.3,10.0
G_1924,3.4,179.7,2.0
G_449,2.2,200.4,2.2
G_3461,50.9,137.6,7.9
G_3576,39.0,113.1,7.5
G_5961,3.7,60.8,3.5
G_3633,74.5,124.0,10.6
G_3258,69.7,108.1,7.0
G_362,5.3,186.2,1.6
G_2184,89.3,132.8,7.9
G_1135,2.6,221.0,1.2
G_4831,6.9,81.3,4.1
G_3200,37.8,120.8,6.9
G_5818,3.4,58.4,1.7
G_3439,37.3,146.5,7.6
G_2156,66.7,122.3,8.6
G_1831,4.1,214.9,1.9
G_1054,3.4,200.4,1.9
G_2461,54.3,115.0,5.1
G_023,3.1,254.0,1.1
G_2067,47.5,153.3,6.6
G_1654,2.5,199.4,2.6
G_3662,62.1,135.6,6.1
G_4332,5.3,72.7,2.6
G_2744,37.6,147.7,6.4
G_5245,5.0,80.4,2.8
G_4873,5.5,75.9,1.0
G_2469,68.0,105.8,8.8
G_2326,38.8,163.3,5.0
G_461,5.9,221.9,2.6
G_1068,4.7,220.5,2.8
G_088,3.5,216.3,2.0
G_1431,3.5,231.7,1.7
G_3740,69.2,138.1,7.2
G_283,5.4,249.9,2.6
G_2484,55.0,103.5,7.9
G_463,2.0,232.1,2.4
G_213,4.4,242.1,2.4
G_2589,46.8,116.0,7.6
G_4292,2.4,69.0,1.7
G_2908,54.6,99.2,7.5
G_2582,63.7,117.6,11.2
G_1369,2.3,230.0,1.8
G_235,6.2,189.7,1.2
G_3923,41.2,95.6,7.2
G_598,1.5,225.3,2.6
G_5296,7.2,76.0,3.1
G_2251,51.5,121.8,6.2
G_5875,5.3,84.6,1.0
G_2284,75.3,80.0,7.3
G_663,3.0,234.9,1.7
G_5955,3.8,80.2,2.2
G_2286,50.8,148.9,7.5
G_3432,38.7,113.4,7.5
G_5656,4.4,75.5,2.8
G_4321,6.2,63.8,3.2
G_3685,74.9,114.4,8.8
G_5474,7.0,88.2,1.9
G_3469,53.7,116.3,6.6
G_3542,59.4,118.5,8.7
G_2991,68.8,162.0,6.9
G_5334,9.8,60.7,2.7
G_780,3.9,232.0,1.0
G_2545,61.2,131.2,6.6
G_5699,3.1,86.7,2.0
G_4619,5.8,88.0,2.6
G_5777,4.2,92.1,2.9
G_5651,5.8,75.3,2.1
G_5784,4.9,66.8,3.4
G_5797,4.2,71.9,1.9
G_686,4.1,227.9,2.3
G_3821,69.0,135.9,6.2
G_4702,6.0,78.6,1.1
G_3244,50.4,107.9,7.3
G_1749,3.3,255.7,2.0
G_4304,5.8,60.5,2.2
G_4639,6.1,68.3,1.8
G_2838,33.4,103.0,6.0
G_3033,67.5,139.8,4.5
G_2172,62.0,155.3,8.4
G_3768,34.1,131.3,5.4
G_1851,2.0,206.9,2.1
G_488,1.4,218.9,1.7
G_1689,3.4,251.9,1.4
G_2231,64.4,130.1,8.4
G_3474,79.1,119.8,6.8
G_4375,3.3,82.5,1.9
G_2321,78.5,89.8,7.4
G_783,3.6,189.9,1.2
G_522,3.8,294.6,2.5
G_523,2.0,229.2,2.2
G_4018,3.5,79.5,1.8
G_2940,40.5,126.9,8.0
G_4681,6.0,68.1,2.8
G_4827,5.3,79.5,1.5
G_2399,73.2,143.5,6.6
G_2208,61.9,98.8,4.7
G_4519,6.8,88.4,2.4
G_781,3.3,241.9,2.1
G_4688,4.7,68.9,2.9
G_3997,64.9,90.0,6.9
G_1512,2.7,198.1,2.4
G_1883,1.1,173.9,2.3
G_652,4.7,258.0,2.3
G_3948,72.1,117.7,4.8
G_1802,2.9,180.0,1.9
G_370,1.8,250.9,2.1
G_5235,7.6,83.6,3.4
G_3732,63.7,153.1,10.7
G_119,4.7,155.9,1.8
G_378,3.3,186.8,3.0
G_217,1.8,209.1,2.9
G_2217,60.2,159.7,8.3
G_4559,2.8,65.4,3.2
G_1614,2.9,229.9,2.0
G_2884,57.2,122.3,7.4
G_4296,7.5,79.3,3.7
G_5382,7.5,81.7,1.0
G_963,3.3,206.8,1.9
G_5398,3.6,73.8,1.9
G_2511,83.3,130.1,5.6
G_5630,1.4,79.3,2.2
G_4564,4.8,72.5,2.0
G_3998,47.5,115.9,8.3
G_360,1.8,230.2,2.3
G_1247,3.1,231.0,1.7
G_3409,31.9,122.2,6.5
G_5084,3.5,76.4,3.6
G_2416,49.8,135.9,6.7
G_5580,2.5,68.9,2.4
G_5320,3.3,74.5,1.0
G_2186,48.8,103.5,11.4
G_3996,93.1,156.0,5.2
G_2568,57.1,140.5,8.0
G_3424,75.4,132.3,6.5
G_2038,34.6,101.9,6.5
G_5097,8.1,74.0,3.1
G_773,3.9,215.6,2.3
G_1285,1.8,181.0,2.8
G_5513,1.5,71.7,3.4
G_3563,74.6,141.4,5.2
G_5680,5.0,74.9,2.3
G_2588,56.1,87.2,7.5
G_5482,3.8,72.3,1.8
G_1415,2.0,206.2,1.6
G_1235,1.8,188.0,2.2
G_5201,5.3,84.6,2.7
G_436,3.1,210.8,2.3
G_1675,5.4,218.4,1.3
G_3300,76.8,108.7,6.3
G_366,2.4,258.3,3.0
G_4509,1.9,75.1,2.7
G_232,3.3,239.8,2.7
G_5103,5.2,84.2,1.0
G_148,1.0,199.3,2.0
G_5267,4.5,79.2,3.4
G_3089,60.8,127.4,4.0
G_4036,3.6,65.9,3.4
G_3555,72.8,121.4,7.6
G_408,2.8,240.7,1.8
G_5539,3.0,74.4,2.9
G_3457,46.4,145.6,9.9
G_2091,71.2,109.0,6.3
G_087,4.4,207.3,2.4
G_3577,30.0,97.8,6.2
G_3272,63.5,155.6,6.3
G_845,3.2,225.4,2.6
G_1032,1.0,203.5,2.6
G_3719,55.5,141.9,5.7
G_4330,4.9,67.9,3.7
G_3856,47.2,141.8,4.0
G_2988,91.4,117.7,6.7
G_4351,3.7,87.0,1.0
G_2629,51.1,142.9,8.4
G_3754,49.1,136.7,6.6
G_5305,1.3,80.6,3.4
G_856,2.1,207.2,3.2
G_3004,56.5,91.2,8.1
G_079,3.1,216.5,1.8
G_2993,74.2,126.9,6.1
G_2248,69.6,122.0,7.9
G_4057,2.3,90.1,2.5
G_5476,5.8,73.1,4.6
G_5516,2.0,93.8,2.4
G_759,1.7,191.7,1.7
G_4697,7.8,77.8,2.5
G_3356,73.0,139.7,9.1
G_789,2.9,208.6,1.0
G_2280,60.9,152.7,8.8
G_3675,47.4,142.5,4.0
G_4248,3.7,72.4,1.8
G_4978,2.7,78.7,2.4
G_4774,6.4,66.3,1.3
G_4487,5.6,75.1,2.1
G_4961,7.2,81.3,1.2
G_2177,57.6,162.0,6.9
G_425,4.0,181.7,1.5
G_393,1.0,182.6,2.2
G_5891,6.4,85.3,1.0
G_5666,4.0,84.0,3.8
G_2240,65.4,110.7,8.3
G_105,2.8,190.3,2.0
G_2673,65.5,128.7,5.7
G_5486,6.6,72.2,2.0
G_5024,9.7,63.6,3.1
G_2069,73.0,130.7,7.3
G_3976,64.8,119.2,4.9
G_3494,60.0,137.8,8.9
G_1949,4.7,213.0,1.2
G_1460,4.0,190.7,1.9
G_1769,3.2,236.6,2.1
G_3299,49.3,132.6,6.5
G_5483,7.9,61.0,2.6
G_3832,71.2,113.7,6.1
G_5742,3.0,76.0,2.9
G_1588,2.4,197.0,1.0
G_4640,4.3,69.2,2.9
G_1732,2.5,199.3,2.0
G_5713,6.6,76.4,3.5
G_4673,4.4,80.0,2.7
G_183,1.4,215.5,1.6
G_1792,3.2,209.7,1.0
G_2356,56.5,149.1,10.9
G_1941,3.5,229.5,1.3
G_703,1.9,270.3,2.3
G_2443,39.2,125.3,6.9
G_5231,1.8,75.3,3.3
G_497,1.4,213.0,1.6
G_4664,4.3,66.2,3.3
G_465,2.8,241.7,1.7
G_3801,47.5,148.7,7.0
G_5184,5.3,65.3,2.8
G_173,2.9,212.0,1.8
G_2021,63.7,82.3,9.3
G_5751,4.6,85.8,2.6
G_5339,3.4,71.4,3.2
G_2541,64.2,123.6,4.9
G_5948,6.4,79.5,2.2
G_2010,47.4,150.6,8.2
G_2261,81.2,119.6,7.1
G_3085,55.4,157.5,9.0
G_2113,67.2,94.9,6.0
G_901,3.6,218.9,1.8
G_1447,2.2,217.2,1.3
G_1912,6.3,225.5,2.0
G_3543,71.9,145.7,7.4
G_2698,76.9,102.0,10.2
G_5633,7.3,50.0,3.1
G_3663,49.9,123.1,9.3
G_742,1.1,231.6,2.2
G_2294,66.5,173.8,6.7
G_2453,43.5,112.3,8.4
G_3706,55.5,113.8,8.1
G_4898,4.6,68.5,3.5
G_1207,1.9,200.7,2.6
G_510,1.8,186.9,2.0
G_5289,3.7,92.0,2.2
G_3704,74.9,130.1,9.3
G_3969,53.9,131.3,7.6
G_5432,7.1,80.9,3.8
G_1550,4.8,219.1,2.7
G_3030,64.8,116.4,7.4
G_4523,3.1,78.2,2.8
G_2203,94.4,119.2,7.7
G_2567,82.1,154.6,8.9
G_3790,76.9,118.0,8.0
G_2045,61.6,149.1,5.8
G_768,5.7,231.4,1.9
G_5881,2.7,67.8,2.6
G_3700,72.8,100.2,4.8
G_1509,3.1,232.5,1.9
G_3135,54.1,99.5,7.3
G_5834,7.1,63.2,1.5
G_422,5.6,249.2,1.5
G_124,1.0,213.4,2.1
G_5425,7.0,76.7,3.1
G_3716,70.0,128.7,4.5
G_3293,50.6,98.7,8.8
G_820,4.6,171.8,1.9
G_1404,4.1,217.5,2.0
G_1383,6.2,225.3,1.5
G_2149,37.8,135.3,4.4
G_5045,2.3,76.9,2.1
G_1576,2.9,227.2,1.0
G_1639,6.1,216.9,1.8
G_1796,1.9,211.9,1.9
G_3332,70.9,123.8,7.5
G_5771,5.6,62.4,4.0
G_5337,4.6,59.6,3.6
G_400,4.9,221.7,2.5
G_3152,71.1,134.6,6.4
G_2311,57.2,111.9,7.1
G_883,2.3,204.8,1.6
G_3566,34.2,132.1,7.0
G_5965,5.4,70.5,2.8
G_1180,1.3,232.9,2.0
G_1353,3.8,230.7,2.1
G_3883,79.3,106.0,6.5
G_5456,5.3,91.4,3.2
G_2131,64.5,124.5,7.5
G_983,1.5,238.3,2.1
G_457,2.8,205.5,1.4
G_1487,1.0,258.3,2.1
G_1080,4.3,213.8,2.7
G_1951,1.0,232.9,2.1
G_5159,1.9,64.4,2.4
G_690,3.7,235.3,1.8
G_2430,53.0,119.3,5.1
G_642,5.5,214.5,2.1
G_2393,36.1,161.5,8.6
G_2826,51.0,102.7,6.6
G_1954,2.0,234.3,2.4
G_3539,49.0,104.2,7.9
G_3890,56.0,107.6,5.9
G_3059,89.3,100.4,6.1
G_3916,60.0,135.8,7.4
G_4801,8.2,73.0,4.2
G_2711,76.1,127.8,8.8
G_1084,6.1,192.1,1.5
G_4449,5.6,76.6,2.5
G_5715,4.4,84.1,2.2
G_4119,3.5,67.1,2.0
G_1885,3.0,218.4,1.3
G_4511,3.4,67.1,1.6
G_390,2.1,245.9,2.3
G_2495,44.6,110.2,5.9
G_1852,5.7,232.3,1.8
G_3037,36.4,130.7,6.8
G_5796,5.9,72.8,1.0
G_3604,47.3,122.4,7.2
G_846,3.7,192.6,2.3
G_543,3.8,214.6,1.1
G_3725,84.6,115.0,9.2
G_092,4.5,227.5,2.7
G_3680,46.9,129.9,5.6
G_5642,4.2,79.8,2.2
G_3905,76.7,149.4,6.6
G_1980,3.6,193.8,2.2
G_3245,70.5,124.0,8.9
G_3979,61.3,109.7,7.5
G_3151,70.3,143.2,6.9
G_4901,3.7,69.5,2.8
G_4105,5.9,67.6,3.4
G_4623,3.6,73.2,3.6
G_2965,62.9,143.3,7.4
G_3464,42.7,135.2,4.7
G_2530,48.0,121.1,7.0
G_4109,5.2,86.4,2.0
G_1677,4.8,221.8,2.1
G_1049,5.2,230.6,2.6
G_2950,70.5,141.2,10.3
G_1961,2.9,201.7,1.6
G_2531,68.7,112.4,9.3
G_4413,5.5,66.4,4.2
G_4904,6.0,72.6,2.5
G_3940,55.7,91.8,9.5
G_238,3.3,196.2,1.8
G_4150,2.8,76.9,1.6
G_4858,5.4,74.0,2.9
G_1134,3.7,257.4,2.2
G_2881,62.8,86.9,5.7
G_1806,1.0,232.8,2.1
G_4959,7.1,68.6,1.0
G_164,1.8,248.5,1.1
G_4528,7.7,80.5,1.8
G_5705,6.0,65.9,3.5
G_5648,0.9,70.2,2.6
G_4429,4.5,67.4,1.5
G_4499,4.6,80.8,2.9
G_4327,2.6,76.3,3.2
G_266,1.1,249.8,2.2
G_2002,50.5,119.9,6.5
G_1812,3.2,230.5,2.7
G_3278,59.0,138.0,7.0
G_5610,2.3,64.8,2.7
G_2979,83.4,142.5,8.6
G_4261,1.1,68.0,3.8
G_2907,42.5,144.7,5.7
G_4291,4.1,61.2,2.0
G_5498,7.6,78.7,3.2
G_1429,2.7,231.1,1.6
G_399,2.8,225.2,2.5
G_3965,51.6,161.8,5.8
G_5006,3.2,66.5,1.2
G_948,2.0,150.0,1.3
G_3079,68.4,108.7,5.2
G_3139,52.1,117.8,6.2
G_5348,3.8,84.2,3.1
G_4924,0.0,83.2,3.4
G_5574,3.1,81.6,1.6
G_5149,3.8,90.1,2.6
G_3230,69.9,130.4,7.0
G_3995,49.4,153.9,7.7
G_1453,3.4,216.8,2.9
G_594,3.5,221.5,1.0
G_2726,78.0,122.5,5.9
G_042,3.3,209.8,2.4
G_561,3.4,194.7,1.5
G_4832,3.7,68.4,3.2
G_5151,6.6,80.9,1.9
G_490,4.3,172.0,2.0
G_244,4.3,180.9,2.3
G_3173,57.5,142.6,5.2
G_1340,3.3,264.9,2.4
G_3937,30.0,136.2,8.2
G_5990,2.3,73.2,2.7
G_406,3.9,253.5,2.4
G_1443,3.3,223.5,1.6
G_262,2.9,230.1,1.9
G_3913,56.8,115.6,6.8
G_3538,30.0,150.4,7.3
G_5469,6.3,69.1,1.3
G_1690,2.6,216.2,1.9
G_3479,88.8,132.4,5.1
G_1726,4.6,234.6,1.4
G_1204,3.8,252.0,2.4
G_835,2.9,213.9,1.0
G_1867,4.5,228.0,1.7
G_2497,75.0,140.7,4.8
G_3017,59.5,96.0,6.7
G_4512,5.2,72.2,1.5
G_2011,59.1,124.2,8.4
G_3932,80.2,113.1,10.3
G_341,1.8,237.5,2.5
G_4173,0.9,87.2,2.0
G_1602,5.1,202.0,1.9
G_2797,83.1,119.7,4.1
G_5368,0.5,65.6,3.1
G_5760,4.8,83.9,2.5
G_481,2.8,204.9,1.4
G_3726,38.5,124.0,6.0
G_5906,0.8,66.9,2.6
G_2786,53.7,134.5,8.4
G_1524,1.6,260.7,1.7
G_3622,52.4,119.8,9.0
G_4468,5.8,75.3,1.3
G_5321,3.5,81.4,2.3
G_5561,5.1,50.0,3.8
G_5645,7.6,79.7,2.7
G_800,3.0,227.5,2.4
G_1767,6.3,195.6,2.3
G_5364,3.3,84.7,2.8
G_3026,66.0,143.9,9.4
G_2454,50.7,117.5,8.8
G_4074,2.0,77.7,3.0
G_4740,6.9,66.7,1.8
G_4856,1.4,76.1,3.0
G_3705,48.6,140.8,7.8
G_5611,5.1,67.8,1.7
G_364,3.6,247.8,2.6
G_1272,3.9,198.2,3.3
G_2004,51.8,144.3,7.2
G_5395,5.7,75.2,2.3
G_4246,10.9,78.4,3.2
G_5624,6.5,75.3,3.7
G_4958,6.6,70.0,2.9
G_348,1.0,198.4,1.2
G_3351,46.3,136.5,5.0
G_5896,6.1,69.0,2.5
G_3614,54.1,92.5,5.6
G_5719,5.0,68.6,2.4
G_2563,57.1,148.6,7.1
G_3028,43.1,151.4,4.9
G_4181,5.0,76.9,2.5
G_5499,5.2,86.0,2.7
G_1424,1.7,230.5,2.0
G_657,3.0,192.7,1.8
G_3084,50.2,136.0,6.4
G_5525,3.6,71.1,1.0
G_2103,43.0,120.4,4.0
G_633,2.8,224.9,2.2
G_4861,8.3,69.2,3.2
G_2494,70.0,118.9,6.0
G_2666,46.1,147.2,7.0
G_4339,6.0,65.7,2.3
G_5669,5.1,86.9,2.6
G_4404,6.4,82.4,3.8
G_5541,0.0,67.4,3.2
G_2335,58.3,150.6,7.3
G_3549,71.1,117.4,9.2
G_4594,10.9,75.6,1.2
G_2501,78.4,180.0,9.3
G_3620,65.9,117.0,8.4
G_1466,3.9,186.6,2.0
G_3941,30.4,118.7,8.5
G_4014,6.7,64.5,2.0
G_5406,5.2,79.7,3.0
G_116,3.5,207.2,1.8
G_1822,3.1,226.7,2.1
G_1495,5.3,232.8,2.2
G_2402,47.8,153.3,6.9
G_3875,102.4,136.4,6.5
G_1233,2.9,193.2,1.5
G_2662,50.5,102.0,7.4
G_2818,37.8,131.6,7.3
G_5701,3.6,78.2,2.4
G_5479,5.7,91.1,2.8
G_1154,1.0,210.6,1.7
G_3910,71.7,158.3,6.9
G_4761,7.3,68.1,2.0
G_5327,0.3,71.1,2.0
G_058,2.5,241.9,2.2
G_5583,0.0,76.1,2.6
G_3884,59.1,139.0,7.1
G_3062,69.0,130.8,6.1
G_5180,5.5,88.0,2.3
G_5935,5.4,81.7,2.9
G_1736,1.0,216.9,1.9
G_5402,3.0,82.5,2.3
G_2824,68.4,117.0,7.6
G_2197,38.5,142.9,7.4
G_160,4.0,233.9,2.0
G_4101,1.7,53.4,2.2
G_2476,69.2,118.5,5.2
G_2565,59.7,82.9,10.4
G_4295,7.0,75.7,1.3
G_5050,4.1,78.9,2.8
G_4140,7.0,78.5,2.3
G_2609,48.2,80.0,8.7
G_5856,5.5,78.2,3.9
G_708,5.6,220.6,1.8
G_3047,60.2,155.6,9.2
G_5555,2.0,84.2,1.6
G_1094,3.1,230.5,2.9
G_4575,6.5,70.1,1.3
G_1377,2.0,213.0,3.3
G_5898,2.4,66.9,3.3
G_073,2.9,222.2,1.2
G_1923,1.4,211.3,2.3
G_4439,5.5,72.2,2.3
G_4306,3.6,68.0,2.4
G_1765,2.6,225.6,2.1
G_744,3.0,234.0,2.2
G_4075,2.9,97.6,2.6
G_1006,3.6,186.6,1.4
G_2669,65.8,137.7,7.1
G_1191,3.2,209.8,1.7
G_4317,8.7,83.2,2.8
G_2602,60.9,114.8,6.0
G_1126,1.3,238.5,1.7
G_1242,2.7,291.7,1.6
G_4038,0.3,71.2,2.5
G_5373,5.4,76.7,2.7
G_4945,2.6,74.6,3.4
G_5652,8.5,76.9,3.3
G_3352,61.9,139.6,7.8
G_999,2.1,228.4,2.4
G_4462,9.4,79.9,3.2
G_3825,74.4,126.5,5.3
G_4032,2.7,80.0,1.6
G_2685,60.2,147.4,4.6
G_5195,3.0,73.9,1.7
G_1578,4.7,204.0,2.1
G_3907,61.3,142.7,7.8
G_3730,62.5,137.8,7.8
G_3669,59.9,111.5,6.9
G_5743,3.5,81.2,1.7
G_1827,1.4,190.6,1.9
G_1344,4.8,250.8,1.7
G_5984,4.9,71.4,2.0
G_5147,5.7,62.3,3.1
G_4952,1.9,75.0,2.4
G_441,3.6,263.7,1.3
G_5941,6.2,70.7,3.2
G_1101,4.5,202.3,2.5
G_2638,40.3,107.3,5.2
G_4218,4.9,71.4,1.7
G_650,4.0,242.6,1.9
G_1547,1.5,237.2,3.0
G_3232,85.3,143.1,6.1
G_4491,6.4,79.6,3.6
G_4557,5.0,58.2,3.7
G_4574,1.7,63.1,2.0
G_4146,6.4,55.7,2.3
G_2853,60.5,96.7,6.7
G_3504,61.5,109.5,8.9
G_5385,1.8,83.9,1.2
G_4691,4.2,77.8,2.1
G_631,1.0,227.4,1.2
G_673,2.5,226.5,2.2
G_1250,1.0,173.6,2.2
G_4088,6.0,62.3,2.7
G_483,1.0,269.8,1.6
G_1585,3.6,221.8,2.6
G_4234,4.9,78.1,2.4
G_5544,7.2,67.1,2.4
G_4205,8.0,88.7,2.6
G_1463,2.7,223.9,2.5
G_3041,71.5,134.3,6.2
G_4471,8.0,84.6,3.9
G_4811,7.9,67.9,2.7
G_4611,5.4,97.1,4.3
G_5973,5.3,77.9,2.8
G_3274,56.6,150.7,8.2
G_3239,46.0,113.2,7.2
G_3132,57.2,170.3,7.6
G_3684,83.1,114.5,7.1
G_2579,63.8,84.9,7.6
G_5411,3.5,74.9,1.0
G_050,1.0,223.9,2.2
G_5126,0.1,72.6,2.8
G_4217,4.3,75.3,1.4
G_859,2.2,249.5,2.1
G_3226,43.2,133.6,4.0
G_1073,3.1,225.1,2.3
G_720,2.9,223.1,2.1
G_2200,54.6,131.6,7.5
G_2632,66.9,124.2,7.2
G_5849,5.3,86.0,2.7
G_1661,5.0,211.0,2.0
G_1657,3.3,220.2,2.5
G_2426,67.6,129.3,7.8
G_5527,2.2,74.0,2.5
G_5055,3.2,73.0,3.0
G_5966,4.7,87.2,1.7
G_4405,0.5,68.2,3.3
G_3098,59.0,105.4,7.3
G_3977,45.2,163.5,7.3
G_5367,4.3,93.1,2.2
G_5878,5.0,73.8,2.9
G_5698,6.8,66.6,2.4
G_3190,30.0,162.2,4.4
G_3990,68.7,114.6,9.6
G_2935,73.2,142.5,7.4
G_4941,5.2,72.2,2.3
G_4258,7.4,87.3,1.0
G_2607,47.9,101.6,7.7
G_1386,3.4,205.9,2.0
G_5572,2.8,93.0,2.1
G_1400,2.0,209.9,2.2
G_1196,3.7,173.0,1.8
G_1409,2.5,214.4,1.9
G_1846,1.5,240.7,1.7
G_1799,4.6,195.2,2.3
G_3958,92.4,109.3,7.6
G_1476,4.0,187.9,2.8
G_5219,4.8,77.1,2.3
G_036,1.2,289.0,2.5
G_4865,4.6,84.2,2.0
G_2346,61.1,136.6,6.0
G_445,1.0,207.4,1.0
G_5357,4.0,66.8,1.0
G_3313,63.4,151.6,5.7
G_2360,37.5,118.1,7.2
G_3007,84.1,125.9,6.3
G_3655,76.3,138.4,4.0
G_2207,54.0,142.2,9.3
G_4328,0.1,50.0,2.3
G_5133,5.9,68.3,2.5
G_3658,30.0,93.2,8.6
G_3180,49.1,120.8,7.3
G_3423,43.0,135.8,6.7
G_1287,1.0,211.7,1.4
G_4446,8.9,65.6,1.1
G_350,2.7,210.2,1.7
G_3417,71.7,164.7,6.9
G_2138,51.4,142.1,4.3
G_2692,49.5,134.0,8.3
G_2637,65.7,155.5,5.8
G_4017,6.2,84.2,1.6
G_1682,3.0,210.2,1.8
G_5433,5.7,67.3,4.0
G_1693,4.3,250.5,2.2
G_4425,4.4,70.7,2.6
G_4777,2.8,87.1,2.9
G_3636,53.7,101.9,7.3
G_373,5.2,224.0,1.5
G_4605,6.7,53.7,4.1
G_141,3.3,224.1,2.3
G_5591,3.2,66.6,3.4
G_715,2.9,229.2,2.0
G_3189,55.8,128.2,8.2
G_5400,7.3,67.8,2.9
G_4190,3.2,65.8,3.1
G_407,1.4,187.5,1.9
G_021,5.2,221.5,3.1
G_1005,4.0,233.9,2.4
G_2412,58.5,150.1,7.3
G_2546,54.5,168.5,7.7
G_2391,30.9,137.9,4.0
G_4819,2.7,77.4,1.0
G_043,2.8,206.9,1.2
G_2831,66.6,122.3,9.2
G_3372,60.9,129.0,4.3
G_3023,51.6,109.3,8.1
G_3365,75.6,152.2,6.7
G_012,2.3,200.9,1.3
G_1178,2.9,207.5,1.1
G_1948,3.0,230.7,2.6
G_2502,41.8,121.0,9.0
G_2864,63.9,96.9,6.5
G_3866,44.7,129.4,5.3
G_1027,3.1,224.8,1.5
G_3849,50.2,113.4,4.0
G_2990,59.1,121.1,8.2
G_962,5.0,204.8,1.5
G_2890,58.5,124.7,8.0
G_3016,66.1,110.5,7.1
G_3339,60.3,130.7,12.0
G_4231,5.6,80.5,1.6
G_736,3.7,206.7,2.5
G_1441,4.0,223.6,1.7
G_2876,46.5,123.3,4.1
G_3987,63.3,122.6,7.1
